,source_url,title,content,index,question,answer
57,https://www.va.gov/disability/how-to-file-claim/,What evidence do I need to support my claim?. disability how to file claim,"You can support your VA disability claim by providing these documents: VA medical records and hospital records.These could relate to your claimed illnesses or injuries or they could show that your rated disability has gotten worse. VA medical records and hospital records. Private medical records and hospital reports.These could relate to your claimed illnesses or injuries or they could show that your disability has gotten worse. Private medical records and hospital reports. Supporting statements.These could be from family members, friends, clergy members, law enforcement personnel, or people you served with. These statements could tell us more about your claimed condition and how and when it happened or how it got worse. Supporting statements. Depending on the type of claim you file, you may gather supporting documents yourself, or you can ask for our help to gather evidence. Learn more about the evidence we’ll need for your claim We’ll also review your discharge papers (DD214 or other separation documents) and service treatment records. No. You don’t have to submit any evidence to support your claim. But we may need to schedule a claim exam so we can learn more about your condition. Learn more about VA claim exams (C&P exams) You should also know that you have up to a year from the date we receive your claim to turn in any evidence. If you start your application and need time to gather more supporting documents, you can save your application and come back later to finish it. We’ll recognize the date you started your application as your date of claim as long as you complete it within 365 days. You can file a claim in any of these 5 ways. Option 1: Online You can file a claim online now. File for disability compensation online Option 2: By mail File your claim by mail using an Application for Disability Compensation and Related Compensation Benefits (VA Form 21-526EZ).Get VA Form 21-526EZ to download Print the form, fill it out, and send it to this address: Department of Veterans AffairsClaims Intake CenterPO Box 4444Janesville, WI 53547-4444 Option 3: In person Bring your application to a VA regional office near you. Find a VA regional office near you Option 4: By fax If you’re in the U.S., fax your application to844-531-7818. If you’re outside the U.S., fax your application to248-524-4260. Option 5: With the help of a trained professional You can work with an accredited attorney, claims agent, or Veterans Service Organization (VSO) representative to get help filing a claim for disability compensation. Get help filing a claim If you plan to file for disability compensation using a paper form, you may want to submit an intent to file form first. This can give you the time you need to gather your evidence while avoiding a later potential start date (also called an effective date). When you notify us of your intent to file, you may be able to get retroactive payments (compensation that starts at a point in the past). Note:If you file for disability compensation online, then you don’t need to notify us of your intent to file. This is because your effective date gets set automatically when you start filling out the form online—before you submit it. Note: Find out how to submit an intent to file form Find out what happens after you file You don’t need to do anything while you’re waiting unless we send you a letter asking for more information. If we schedule exams for you, be sure not to miss them. Check your VA claim status How long does it take VA to make a decision? 147.2 days Average number of days to complete disability-related claims in May 2024 Average number of days to complete disability-related claims in May 2024",57,"not enough values to unpack (expected 2, got 1)",N/A
58,https://www.va.gov/disability/upload-supporting-evidence/,Upload evidence to support your disability claim. disability upload supporting evidence,"If you’ve filed a claim for disability compensation, you can continue uploading more evidence for up to one year to support your claim. Evidence may include supporting documents like medical test results, doctor’s reports, and other records. Upload your evidence online now.",58,What type of evidence can be uploaded to support a disability claim?,"Evidence that can be uploaded to support a disability claim includes supporting documents such as medical test results, doctor's reports, and other records. This evidence can be uploaded online for up to one year after filing a claim for disability compensation."
59,https://www.va.gov/disability/upload-supporting-evidence/,How do I upload evidence online to support my disability claim?. disability upload supporting evidence,"If you’re waiting for a decision on your disability claim, you can upload evidence to support that claim using our claim status tool. Upload evidence using our claim status tool Note:For any other type of document you’d like to submit online to us, please use the QuickSubmit tool through AccessVA. Note: Upload other types of documents through AccessVA",59,How can I upload evidence online to support my disability claim?,"You can upload evidence to support your disability claim using the claim status tool provided. It is recommended to use this tool specifically for uploading evidence related to your disability claim. However, for submitting any other type of document online, you should use the QuickSubmit tool through AccessVA. This tool is specifically designed for uploading other types of documents that are not related to your disability claim."
60,https://www.va.gov/disability/upload-supporting-evidence/,"If I filed a standard disability claim, when should I upload evidence?. disability upload supporting evidence","Upload your evidence as soon as you can. You can continue uploading documents for up to 1 year from the date we receive your claim. But, if you don’t provide any evidence or give us the information we need to help you get evidence within 30 days, we may make a decision on your claim earlier. If we decide your claim early, you’ll still have the rest of the 1-year period to provide more information or evidence.",60,When should evidence be uploaded for a standard disability claim?,"Evidence for a standard disability claim should be uploaded as soon as possible. While you have up to 1 year from the date the claim is received to continue uploading documents, it is important to provide evidence promptly. Failure to provide evidence or necessary information within 30 days may result in an early decision on the claim. However, even if a decision is made early, there is still the opportunity to provide additional information or evidence within the 1-year period."
61,https://www.va.gov/disability/upload-supporting-evidence/,What happens if I upload more evidence after I’ve submitted a fully developed claim?. disability upload supporting evidence,"We’ll remove your disability claim from the Fully Developed Claims program and process it as a standard claim. If we decide your claim earlier than 1 year from the date we received the claim, you’ll still have the rest of the year to provide any additional information or evidence.",61,What happens to a disability claim in the Fully Developed Claims program if additional evidence is uploaded after the claim has been submitted?,"If additional evidence is uploaded after a disability claim has been submitted in the Fully Developed Claims program, the claim will be removed from the program and processed as a standard claim. However, if the claim is decided earlier than 1 year from the date it was received, the claimant will still have the remainder of the year to provide any further information or evidence."
62,https://www.va.gov/disability/upload-supporting-evidence/,What kinds of documents should I upload to support my disability claim?. disability upload supporting evidence,"Federal and state records You could include copies of federal and state records, such as: You could include copies of federal and state records, such as: Your military medical records Your military personnel records Any Social Security Administration or other federal or state medical treatment records Any treatment or personnel records from your National Guard or Reserve unit that support your claim (if you’ve served in either of these branches) If you don’t have copies of these records, you can ask us to request them for you as part of the claim process. Private medical treatment records If you’ve seen a non-VA health care provider for diagnosis or treatment, you’ll need to upload copies of all medical records that can provide information about the disability you’re claiming. You could include private medical treatment records, such as: You could include private medical treatment records, such as: Doctor’s reports X-rays Medical lab or test results Supporting statements If you’re claiming a disability for an injury or illness that you don’t think we have in your military records, you’ll also want to upload statements that support your claim. These statements should be from people who know about, or who you’ve talked to about, your claimed medical condition and how and when it occurred. You can ask for supporting statements from people like: You can ask for supporting statements from people like: Service members who served with you Your family and friends Clergy members Law enforcement officers Any additional forms needed to support your claim In some cases, you may need to turn in one or more additional forms to support your disability claim. Check if you need to complete any additional forms If you’re a service memberfiling a disability compensation claim through the Benefits Delivery at Discharge (BDD) program, you must submit a Separation Health Assessment - Part A Self-Assessment form. If you already filed a claim but didn’t submit this form yet, you can upload the form now. If you’re a service member Find out how to upload your completed self-assessment form",62,"not enough values to unpack (expected 2, got 1)",N/A
63,https://www.va.gov/disability/upload-supporting-evidence/,Can I upload evidence online to support a decision review or an appeal?. disability upload supporting evidence,Yes. Please use the QuickSubmit tool through AccessVA to upload evidence to support a decision review or an appeal. Upload evidence for a decision review or an appeal through AccessVA,63,How can I upload evidence online to support a decision review or an appeal?,"Yes, you can upload evidence online to support a decision review or an appeal by using the QuickSubmit tool through AccessVA. This tool allows you to easily upload the necessary supporting evidence for your case. By using AccessVA, you can streamline the process of submitting evidence and ensure that it is received in a timely manner for your decision review or appeal."
64,https://www.va.gov/va-payment-history/,View your VA payment history. va payment history,Find out how to view your VA payment history online.,64,How can you access and view your VA payment history online?,"To view your VA payment history online, you can visit the official website of the Department of Veterans Affairs and log in to your account. Once logged in, you can navigate to the section that displays your payment history. This allows you to track and monitor all payments made to you by the VA, providing you with a detailed record of your financial transactions with the department. By accessing your VA payment history online, you can stay informed about your benefits and ensure that you are receiving the correct payments in a timely manner."
65,https://www.va.gov/va-payment-history/,What VA payment information can I view when I sign in?. va payment history,"If you’re a Veteran, you’ll see a history of your past VA payments for: If you’re a Veteran, you’ll see a history of your past VA payments for: Disability compensation Pension benefits Education benefits If you’re the survivor of a Veteran or service member, you’ll see a history of your past VA payments for: If you’re the survivor of a Veteran or service member, you’ll see a history of your past VA payments for: Survivors pension benefits Survivors’ and Dependents’Educational Assistance (Chapter 35 benefits)  Dependency and Indemnity Compensation (DIC)",65,What type of VA payment information can be viewed when signing in for Veterans and survivors of Veterans or service members?,"When signing in, Veterans can view a history of their past VA payments for disability compensation, pension benefits, and education benefits. Survivors of Veterans or service members can view a history of their past VA payments for survivors pension benefits, Survivors’ and Dependents’ Educational Assistance (Chapter 35 benefits), and Dependency and Indemnity Compensation (DIC). This information allows individuals to keep track of the payments they have received from the VA."
66,https://www.va.gov/va-payment-history/,When can I expect my first disability compensation payment?. va payment history,"If your decision notice shows at least a 10% disability rating, you’ll get your first payment within 15 days. If you don’t get a payment within 15 days, please call the Veterans Help Line at800-827-1000(TTY: 711). We’re here Monday through Friday, 8:00 a.m. to 9:00 p.m. ET.",66,When can I expect my first disability compensation payment if my decision notice shows a 10% disability rating?,"If your decision notice shows a disability rating of at least 10%, you can expect to receive your first disability compensation payment within 15 days. If you do not receive a payment within this timeframe, you should contact the Veterans Help Line at 800-827-1000 (TTY: 711) for assistance. They are available Monday through Friday from 8:00 a.m. to 9:00 p.m. ET to help with any payment-related inquiries."
67,https://www.va.gov/va-payment-history/,What should I do if I need to change my direct deposit or contact information?. va payment history,"Change your information in either of these ways Change your information online,or or Contact your nearest VA regional benefit office or eligibility office Change your address through your VA.gov profile You can sign in to VA.gov and change your address and other contact information in your VA.gov profile. This will update your information across disability compensation, pension benefits, claims and appeals, Veteran Readiness and Employment (VR&E), and VA health care. Find out how to change your address in your VA.gov profile",67,How can I change my direct deposit or contact information for VA benefits?,"To update your direct deposit or contact information for VA benefits, you can either change it online through your VA.gov profile or contact your nearest VA regional benefit office or eligibility office. By signing in to VA.gov and updating your information in your profile, you can ensure that your details are updated across disability compensation, pension benefits, claims and appeals, Veteran Readiness and Employment (VR&E), and VA health care. Changing your address through your VA.gov profile is a convenient way to keep all your information up to date."
68,https://www.va.gov/va-payment-history/,Should I contact VA if I have other changes to my information?. va payment history,"Yes. It’s important to update your information with us if you change your marital status, have a baby, adopt a child, or experience any other life change that could affect your rating or payment. If you have a disability rating of 30% or higher,you may be able to add eligible dependents to your VA disability compensation to get a higher payment (also called a “benefit rate”). If you have a disability rating of 30% or higher, Find out how to add eligible dependents If your disability gets worse,you can file a claim for an increase in benefits. If your disability gets worse, File for a VA disability increase",68,"not enough values to unpack (expected 2, got 1)",N/A
69,https://www.va.gov/disability/view-disability-rating/,View your disability ratings. disability view disability rating,"If you have one or more disability ratings, you can view your VA combined disability rating and your individual ratings online. We assign a disability rating based on the severity of your disability.",69,How can you view your VA disability ratings and individual ratings online?,"If you have one or more disability ratings, you can view your VA combined disability rating and your individual ratings online. The disability ratings are assigned based on the severity of your disability. This allows veterans to easily access and review their disability ratings without having to go through a lengthy process."
70,https://www.va.gov/disability/view-disability-rating/,Am I eligible to use this tool?. disability view disability rating,You can view your disability ratings online if you got a decision notice from us in the mail confirming your disability rating. Note:This tool doesn’t include ratings for any disability claims that are still in process. You can check the status of pending claims with the claim status tool. Note: Check the status of your claim,70,What is required in order to view your disability ratings online using this tool?,"In order to view your disability ratings online using this tool, you need to have received a decision notice in the mail confirming your disability rating. It is important to note that this tool does not include ratings for any disability claims that are still in process. If you have pending claims, you can check the status of those claims using the claim status tool."
71,https://www.va.gov/disability/view-disability-rating/,What can I see once I sign in?. disability view disability rating,You’ll see your combined disability rating and a list of your individual disability ratings. You’ll also be able to see which of your individual disability ratings are service-connected. Service-connected disabilities are injuries or illnesses that were caused—or made worse—by your active-duty military service.,71,What information can be viewed after signing in regarding disability ratings and service-connected disabilities?,"Once you sign in, you will be able to see your combined disability rating as well as a list of your individual disability ratings. Additionally, you can view which of your individual disability ratings are service-connected. Service-connected disabilities are injuries or illnesses that were caused or exacerbated by your active-duty military service. This information provides a comprehensive overview of your disability status and the impact of your military service on your health."
72,https://www.va.gov/disability/view-disability-rating/,Why do I need to know my disability rating?. disability view disability rating,"It’s important to know your rating, and confirm that we have the right information, because we use it to decide what disability benefits you’ll get.",72,Why is it important to know your disability rating and confirm that the right information is being used?,"Knowing your disability rating is important because it is used to determine what disability benefits you are eligible for. By confirming that the right information is being used, you can ensure that you are receiving the appropriate level of support and assistance based on your disability rating. This information is crucial in accessing the necessary resources and support that you may need due to your disability."
73,https://www.va.gov/disability/view-disability-rating/,What if I have more questions?. disability view disability rating,"If you have questions about your benefits or how to access the tool, you can call us at800-827-1000. We’re here Monday through Friday, 8:00 a.m. to 9:00 p.m. ET.",73,How can I get more information or ask questions about my disability benefits or disability rating?,You can get more information or ask questions about your disability benefits or disability rating by calling 800-827-1000. The phone line is available Monday through Friday from 8:00 a.m. to 9:00 p.m. ET. This is a direct way to access the necessary information or clarification regarding your benefits or disability rating.
74,https://www.va.gov/disability/how-to-file-claim/additional-forms/,File additional forms for your disability claim. disability how to file claim additional forms,Find out if you’ll need to turn in any additional forms when you file your disability claim.,74,What should you do to determine if you need to file additional forms when submitting a disability claim?,"To determine if you need to file additional forms when submitting a disability claim, it is important to check with the specific agency or organization handling your claim. They will be able to provide you with a list of any additional forms required for your particular situation. Additionally, you may also consult any guidelines or instructions provided by the agency to ensure all necessary forms are submitted along with your initial claim."
75,https://www.va.gov/disability/how-to-file-claim/additional-forms/,. disability how to file claim additional forms,"’ (Individual Unemployability) When you file a claim for disability compensation, you’ll also need to submit both of these forms: When you file a claim for disability compensation, you’ll also need to submit both of these forms: A Veteran’s Application for Increased Compensation Based on Unemployability (VA Form 21-8940) Get VA Form 21-8940 to download and and A Request for Employment Information in Connection with Claim for Disability Benefits (VA Form 21-4192) Get VA Form 21-4192 to download Learn more about special claims based on Individual Unemployability If you’re filing a claim for disability compensation online,you don’t need to submit this PDF form.We’ll ask you questions about your claim for increased compensation based on Individual Unemployability when you fill out your online claim. If you’re filing a claim for disability compensation online,  When you file a claim for disability compensation, you’ll also need to submit this form: When you file a claim for disability compensation, you’ll also need to submit this form: A Statement in Support of Claim for Service Connection for Post-Traumatic Stress Disorder (VA Form 21-0781) Get VA Form 21-0781 to download Learn more about VA disability compensation for PTSD If you’re filing a claim for disability compensation online,you don’t need to submit this PDF form.We’ll ask you questions about your claim for PTSD when you fill out your online claim. If you’re filing a claim for disability compensation online,  When you file a claim for disability compensation, you’ll also need to submit this form: When you file a claim for disability compensation, you’ll also need to submit this form: A Statement in Support of Claim for Service Connection for Post-Traumatic Stress Disorder Secondary to Personal Assault (VA Form 21-0781a) Get VA Form 21-0781a to download Learn more about VA disability compensation for PTSD If you’re filing a claim for disability compensation online,you don’t need to submit this PDF form.We’ll ask you questions about your claim for PTSD when you fill out your online claim. If you’re filing a claim for disability compensation online,  When you file a claim for disability compensation, you’ll also need to submit this form: When you file a claim for disability compensation, you’ll also need to submit this form: An Application for Automobile or Other Conveyance and Adaptive Equipment (VA Form 21-4502) Get VA Form 21-4502 to download Learn more about special claims to get an automobile allowance When you file a claim for disability compensation, you’ll also need to submit this form: When you file a claim for disability compensation, you’ll also need to submit this form: An Application for Adaptive Equipment—Motor Vehicle (VA Form 10-1394) Get VA Form 10-1394 to download Learn more about special claims to get adaptive equipment for your vehicle When you file a claim for disability compensation, you’ll also need to submit this form: When you file a claim for disability compensation, you’ll also need to submit this form: An Application for Annual Clothing Allowance (VA Form 10-8678) Get VA Form 10-8678 to download Learn more about special claims to get a clothing allowance",75,What additional forms need to be submitted when filing a claim for disability compensation?,"When filing a claim for disability compensation, several additional forms need to be submitted. These forms include the Veteran's Application for Increased Compensation Based on Unemployability (VA Form 21-8940), Request for Employment Information in Connection with Claim for Disability Benefits (VA Form 21-4192), Statement in Support of Claim for Service Connection for Post-Traumatic Stress Disorder (VA Form 21-0781), Statement in Support of Claim for Service Connection for Post-Traumatic Stress Disorder Secondary to Personal Assault (VA Form 21-0781a), Application for Automobile or Other Conveyance and Adaptive Equipment (VA Form 21-4502"
